38_nosrpku.py;0;357_leetcodeaccount.py;100.0;1;2_badgergo.py;81.2;
357_leetcodeaccount.py;2;2_badgergo.py;81.2;
62_huizew.py;3;307_Psidom.py;77.7;
207_sshang.py;4;293_hwei002.py;60.7;5;355_henear.py;67.8;6;24_RadianceSheep.py;48.0;7;134_Hai_dee.py;46.4;
321_dhani13.py;8;141_swiperthefox.py;61.5;
93_wxy9018.py;9;49_Hexadecimal.py;56.5;
149_SSigurd.py;10;453_TonyZhu6.py;46.6;14;265_Sirius.py;43.3;19;153_kai_yang.py;40.0;
265_Sirius.py;13;153_kai_yang.py;45.4;11;453_TonyZhu6.py;41.1;
399_lmm333.py;15;359_bobalice.py;48.0;
369_xytjcxy.py;16;195_noahs.py;46.1;
293_hwei002.py;17;134_Hai_dee.py;42.8;
453_TonyZhu6.py;12;153_kai_yang.py;39.3;
355_henear.py;18;24_RadianceSheep.py;48.0;
95_zipei2124.py;20;54_lydxlx.py;36.1;
