341_sun3522845.cpp;0;325_Hemor.cpp;100.0;1;324_qiuyangyeyue.cpp;76.5;2;9_catalin7.cpp;69.2;3;185_arpitm91.cpp;65.4;4;218_ianchew.cpp;62.7;5;277_all0ut.cpp;60.3;6;222_rambo5000.cpp;48.1;
325_Hemor.cpp;7;324_qiuyangyeyue.cpp;76.5;8;9_catalin7.cpp;69.2;9;185_arpitm91.cpp;65.4;10;218_ianchew.cpp;62.7;11;277_all0ut.cpp;60.3;12;222_rambo5000.cpp;48.1;
185_arpitm91.cpp;13;9_catalin7.cpp;67.7;14;343_zgjzweig.cpp;63.3;15;218_ianchew.cpp;55.1;16;277_all0ut.cpp;53.3;17;324_qiuyangyeyue.cpp;44.4;18;222_rambo5000.cpp;42.6;
324_qiuyangyeyue.cpp;19;374_kumar4.cpp;66.6;20;9_catalin7.cpp;47.0;
277_all0ut.cpp;21;218_ianchew.cpp;64.2;22;9_catalin7.cpp;56.1;23;371_CZSNB.cpp;52.6;24;231_arton.cpp;46.1;25;222_rambo5000.cpp;44.0;
218_ianchew.cpp;26;9_catalin7.cpp;58.1;27;222_rambo5000.cpp;45.6;
9_catalin7.cpp;28;222_rambo5000.cpp;44.8;
