341_sun3522845.cpp;0;325_Hemor.cpp;100.0;1;324_qiuyangyeyue.cpp;78.2;2;9_catalin7.cpp;75.0;3;185_arpitm91.cpp;75.0;4;218_ianchew.cpp;66.6;5;277_all0ut.cpp;66.6;6;222_rambo5000.cpp;54.1;
325_Hemor.cpp;7;324_qiuyangyeyue.cpp;78.2;8;9_catalin7.cpp;75.0;9;185_arpitm91.cpp;75.0;10;218_ianchew.cpp;66.6;11;277_all0ut.cpp;66.6;12;222_rambo5000.cpp;54.1;
185_arpitm91.cpp;13;9_catalin7.cpp;71.4;14;343_zgjzweig.cpp;65.5;15;218_ianchew.cpp;59.2;16;277_all0ut.cpp;55.1;17;324_qiuyangyeyue.cpp;52.1;18;222_rambo5000.cpp;43.3;
324_qiuyangyeyue.cpp;19;374_kumar4.cpp;69.5;20;9_catalin7.cpp;52.1;
277_all0ut.cpp;21;218_ianchew.cpp;66.6;22;9_catalin7.cpp;57.1;23;371_CZSNB.cpp;53.5;24;231_arton.cpp;52.1;25;222_rambo5000.cpp;44.8;
218_ianchew.cpp;26;9_catalin7.cpp;59.2;27;222_rambo5000.cpp;48.1;
9_catalin7.cpp;28;222_rambo5000.cpp;46.4;
