101_jianfeng4.cpp;0;383_yinghaotaiwan.cpp;100.0;1;82_OTTFF.cpp;100.0;2;452_ckevinyu.cpp;100.0;3;172_DenisGubar.cpp;100.0;4;97_txingml.cpp;100.0;5;124_Fr0benius.cpp;100.0;
10_cai_lw.cpp;6;308_y119777.cpp;100.0;7;87_richarddia.cpp;100.0;8;65_DickLearning.cpp;100.0;
113_qpwoeirut.cpp;9;197_jiah.cpp;100.0;10;145_vipjml.cpp;100.0;11;131_breaknow.cpp;100.0;12;115_apoorvagarwal777.cpp;100.0;13;81_balakrishnan_v.cpp;100.0;14;6_chenwang0517.cpp;100.0;15;50_suiyuan1992.cpp;100.0;16;48_Yulian_Yarema.cpp;100.0;17;474_edchen.cpp;100.0;18;312_anuj21.cpp;100.0;19;261_lz437.cpp;100.0;
110_trsteel.cpp;20;300_Hewitt_1570.cpp;100.0;21;296_SHERLOCKONAN.cpp;100.0;
115_apoorvagarwal777.cpp;22;50_suiyuan1992.cpp;100.0;23;48_Yulian_Yarema.cpp;100.0;24;474_edchen.cpp;100.0;25;312_anuj21.cpp;100.0;26;261_lz437.cpp;100.0;27;197_jiah.cpp;100.0;28;145_vipjml.cpp;100.0;29;131_breaknow.cpp;100.0;
