177_ergeda.cpp;0;219_cygnus.cpp;76.0;1;175_jasonzhangxx.cpp;71.7;2;275_mitnato.cpp;62.0;3;253__Gloria_.cpp;58.3;4;174_narut.cpp;52.4;5;315_simba518.cpp;42.9;
212_fivebingstar.cpp;6;220_Vensor.cpp;63.9;7;175_jasonzhangxx.cpp;56.1;8;235_Neilhahaha.cpp;47.0;9;172_JerryHao.cpp;44.4;10;65_acdart.cpp;43.5;
175_jasonzhangxx.cpp;11;253__Gloria_.cpp;62.2;12;219_cygnus.cpp;57.4;13;275_mitnato.cpp;55.3;14;65_acdart.cpp;54.5;15;220_Vensor.cpp;53.1;
174_narut.cpp;16;275_mitnato.cpp;51.4;17;172_JerryHao.cpp;49.6;18;226_Warren.cpp;47.4;
219_cygnus.cpp;19;275_mitnato.cpp;50.9;20;226_Warren.cpp;48.6;21;65_acdart.cpp;44.9;22;253__Gloria_.cpp;42.8;
235_Neilhahaha.cpp;23;172_JerryHao.cpp;48.4;24;220_Vensor.cpp;45.3;25;65_acdart.cpp;45.2;
226_Warren.cpp;26;220_Vensor.cpp;46.9;27;230_suilan0602.cpp;45.0;
236_GJzh.cpp;28;272_gkgrewa.cpp;45.8;29;65_acdart.cpp;44.1;
