45_nyaruko.cpp;0;122_jcaoso1a.cpp;100.0;
58_daiyifan.cpp;1;119_zhxb515.cpp;100.0;2;468_ShellDawn.cpp;100.0;3;18_mengpq.cpp;88.4;
339_dongzy08.cpp;4;273_dongzy08.cpp;100.0;
411_anket.cpp;5;182_dodo_sprinkler.cpp;100.0;6;406_Kyubey.cpp;100.0;7;144_OneDirection.cpp;90.0;8;421_Ayungaga.cpp;90.0;
406_Kyubey.cpp;9;182_dodo_sprinkler.cpp;100.0;10;144_OneDirection.cpp;90.0;11;421_Ayungaga.cpp;90.0;
301_Master_LLY.cpp;12;179_coordinate.cpp;100.0;
80_Hewitt_1570.cpp;13;71_Hewitt_1570.cpp;100.0;
284_915507430.cpp;14;397_meng-qi-qi.cpp;100.0;15;61_asembl.cpp;86.9;16;457_arrowx123.cpp;83.3;
75_im0qianqian.cpp;17;101_im0qianqian.cpp;100.0;
119_zhxb515.cpp;18;468_ShellDawn.cpp;100.0;19;18_mengpq.cpp;88.4;
61_asembl.cpp;20;457_arrowx123.cpp;91.3;21;397_meng-qi-qi.cpp;86.9;
92_snlia.cpp;22;81_alpha_null.cpp;90.0;
430_mauryaankitsh.cpp;23;245_kelsier.cpp;90.0;
182_dodo_sprinkler.cpp;24;144_OneDirection.cpp;90.0;29;421_Ayungaga.cpp;90.0;
6_beet.cpp;26;31_arknave.cpp;89.6;
421_Ayungaga.cpp;25;144_OneDirection.cpp;90.4;
73_LaSeineFirenze.cpp;27;163_ForGive.cpp;88.2;
103_somanaik.cpp;28;100_y119777.cpp;91.3;
