100_gg__gg.java;0;141_leonxpray.java;100.0;1;151_lee0560.java;100.0;2;146_artin7.java;100.0;3;2_uwi.java;100.0;4;269_anemone.java;100.0;5;184_hetao.java;100.0;6;437_stonekyx.java;100.0;7;426_ruima23.java;100.0;8;192_beatCoding.java;100.0;9;196_elvinyang.java;100.0;10;133_XBB_HOME.java;100.0;
133_XBB_HOME.java;11;184_hetao.java;100.0;12;151_lee0560.java;100.0;13;146_artin7.java;100.0;14;141_leonxpray.java;100.0;15;437_stonekyx.java;100.0;16;426_ruima23.java;100.0;17;2_uwi.java;100.0;18;269_anemone.java;100.0;19;196_elvinyang.java;100.0;20;192_beatCoding.java;100.0;
141_leonxpray.java;21;426_ruima23.java;100.0;22;2_uwi.java;100.0;23;269_anemone.java;100.0;24;196_elvinyang.java;100.0;25;192_beatCoding.java;100.0;26;184_hetao.java;100.0;27;151_lee0560.java;100.0;28;146_artin7.java;100.0;
224_Shanshan_Zhang.java;29;138_qz267.java;100.0;
