222_lampham_aizu.py;0;220_ngoc_lam.py;100.0;
5_liouzhou_101.py;1;232_tom_and_richa.py;70.5;2;28_rgkbitw.py;57.1;
211_xhou0540.py;3;198_shshwdr.py;65.9;4;219_hl1117.py;53.6;5;103_hwhf6699.py;29.4;
242_Chitraketu.py;6;120_forclass021117.py;58.3;
28_rgkbitw.py;7;232_tom_and_richa.py;53.8;
219_hl1117.py;8;198_shshwdr.py;45.8;9;103_hwhf6699.py;29.7;
218_henear.py;10;245_fanzhh.py;39.1;11;202_MuzheZeng.py;31.3;
85_phoenixkoh93.py;12;16_huizew.py;33.9;13;50_bigmiaomiao.py;29.7;
202_MuzheZeng.py;14;245_fanzhh.py;30.7;15;214_caoboxiao.py;15.1;
198_shshwdr.py;16;103_hwhf6699.py;29.7;
50_bigmiaomiao.py;17;16_huizew.py;25.0;18;185_dibery.py;13.9;
