100_arjitkansal.cpp;0;238_Ljy_.cpp;100.0;1;308_IgorDiakov.cpp;100.0;2;389_LeonCheng.cpp;100.0;3;295_bragcat.cpp;100.0;4;216_mhi_t.cpp;100.0;5;173_xxxjoker.cpp;100.0;
102_zjj1149.cpp;6;116_Dengxj.cpp;100.0;7;469_theoroi.cpp;100.0;8;440_WhoopLaWhoopLa.cpp;100.0;9;373_zyq_zhang.cpp;100.0;10;371_user6667A.cpp;100.0;11;305_nilomai.cpp;100.0;
103_swf.cpp;12;300_xiaobanni.cpp;100.0;13;124_Fr0benius.cpp;100.0;14;121_basasuya.cpp;100.0;15;9_wifiii.cpp;100.0;16;51_xhcqup.cpp;100.0;17;47_balakrishnan_v.cpp;100.0;18;34_cuiaoxiang.cpp;100.0;19;324_NEU20133823.cpp;100.0;20;311_nguyen_hoanh.cpp;100.0;
107_aging.cpp;21;472_TissueC.cpp;100.0;22;452_MiloLu.cpp;100.0;23;432_wu-bin-cong.cpp;100.0;24;431_uuuouou.cpp;100.0;25;398_x-boy.cpp;100.0;26;368_hongrubb.cpp;100.0;27;318_writerblack.cpp;100.0;28;297_yuanzwan.cpp;100.0;29;289_Stomach_ache.cpp;100.0;
