79_wangzi6147.java;0;350_paulwater.java;100.0;1;3_uwi.java;100.0;
3_uwi.java;2;350_paulwater.java;100.0;
331_junyiliu.java;3;327_Coder35.java;100.0;
460_francisjjf.java;4;452_bluesky999.java;96.9;5;444_Evilnearby.java;100.0;6;172_wangchx2.java;93.5;7;296_hackerhuang.java;90.9;8;193_Apt805.java;100.0;
193_Apt805.java;9;233_alfredwuy.java;95.6;10;142_kliu4.java;95.6;11;444_Evilnearby.java;100.0;12;459_z_zhaojun.java;95.6;13;401_bl2003.java;95.6;14;226_Shraavanth.java;86.9;
233_alfredwuy.java;15;226_Shraavanth.java;95.8;16;444_Evilnearby.java;91.6;17;401_bl2003.java;91.6;18;296_hackerhuang.java;95.8;
452_bluesky999.java;19;172_wangchx2.java;96.7;20;444_Evilnearby.java;100.0;
345_Again64.java;21;154_steven_xi.java;97.3;
375_justlikethat.java;22;255_codermate.java;88.5;
400_Self_Learner.java;23;325_ChenDanni.java;83.3;
474_yys_q.java;24;422_FighterNan.java;88.3;
185_dmitry3000.java;25;239_albaniliu.java;100.0;26;475_happyleetcode.java;81.4;
58_Uynait.java;27;430_Yeeee.java;84.4;
401_bl2003.java;28;221_disccip.java;86.6;
459_z_zhaojun.java;29;142_kliu4.java;80.7;
