252_justfun.cpp;0;145_zuomingzh.cpp;100.0;1;65_NerdyCoder.cpp;100.0;2;214_kangbb.cpp;100.0;3;212_rz1189.cpp;78.9;
214_kangbb.cpp;4;145_zuomingzh.cpp;100.0;5;65_NerdyCoder.cpp;100.0;6;212_rz1189.cpp;78.9;
466_xisikongji2354.cpp;7;166_vitorvgc.cpp;100.0;8;411_frostfrog.cpp;100.0;9;284_footballer.cpp;79.3;
411_frostfrog.cpp;10;166_vitorvgc.cpp;100.0;11;284_footballer.cpp;79.3;
164_tiankonguse001.cpp;12;161_tiankonguse-old.cpp;100.0;
65_NerdyCoder.cpp;13;145_zuomingzh.cpp;100.0;14;212_rz1189.cpp;78.9;
39_maozaozao1.cpp;15;38_oreo2.cpp;100.0;
303_tou-tou.cpp;16;292_xibanya-2.cpp;100.0;
61_lampham_aizu.cpp;17;22_ngoc_lam.cpp;100.0;
50_tylerwang.cpp;18;20_RadianceSheep.cpp;100.0;19;46_job5.cpp;79.3;
69_ln19922.cpp;20;48_ln1992.cpp;100.0;
356_FighterNan.cpp;21;110_cszclin.cpp;100.0;22;312_hstangnatsh.cpp;95.3;
212_rz1189.cpp;23;209_mortal42.cpp;97.4;
45_tianhao2.cpp;24;413_Hewitt_1570.cpp;96.6;
312_hstangnatsh.cpp;25;110_cszclin.cpp;95.3;
138_wentian.cpp;26;348_veqcc.cpp;85.3;27;47_rzwei.cpp;81.9;
46_job5.cpp;28;20_RadianceSheep.cpp;79.3;
284_footballer.cpp;29;166_vitorvgc.cpp;79.3;
