129_job5.cpp;0;191_xiebei.cpp;100.0;1;176_YingchaoDu.cpp;100.0;2;229_firsty.cpp;100.0;3;223_tiankonguse001.cpp;100.0;4;216_kibuna.cpp;100.0;5;205_KasraGhodsi.cpp;100.0;6;398_A_good_loser.cpp;100.0;7;397_OneDirection.cpp;100.0;8;332_morefaster.cpp;100.0;9;326_cszclin.cpp;100.0;10;324_Annali95.cpp;100.0;11;274_tfliao.cpp;100.0;12;258_LightYagami111.cpp;100.0;13;240_0xF4.cpp;100.0;14;71_maozaozao1.cpp;100.0;15;66_DanChong.cpp;100.0;16;52_emptyman987.cpp;100.0;17;455_fu3mo6.cpp;100.0;18;452_19858877720.cpp;100.0;19;42_urimaj.cpp;100.0;20;428_diandong.cpp;100.0;21;400_hstangnatsh.cpp;100.0;22;172_deity.cpp;100.0;
136_ShidaLei.cpp;23;28_user7269F.cpp;100.0;24;259_anuj21.cpp;100.0;25;245_1033051159.cpp;100.0;26;209_yoyoyo-3.cpp;100.0;27;204_gogapp.cpp;100.0;28;190_Sindweller.cpp;100.0;29;151_suzyzhang.cpp;100.0;
