28_fsqhxrcjw.cpp;0;18_HMAXS.cpp;73.3;
84_hbtth.cpp;1;457_sharexu.cpp;70.5;2;125_zoulc.cpp;43.7;3;238_dpizzle.cpp;37.5;
99_xinyufeng16.cpp;4;267_khaladrogo.cpp;51.3;5;86_meezoo.cpp;48.6;6;20_Poohdxx.cpp;48.6;7;120_0xFFFFFFFF.cpp;48.3;8;238_dpizzle.cpp;37.5;
86_meezoo.cpp;9;20_Poohdxx.cpp;51.3;10;267_khaladrogo.cpp;48.6;11;120_0xFFFFFFFF.cpp;48.3;12;238_dpizzle.cpp;37.5;
20_Poohdxx.cpp;13;267_khaladrogo.cpp;46.1;14;120_0xFFFFFFFF.cpp;48.3;15;140_charliemeng.cpp;38.4;
267_khaladrogo.cpp;16;120_0xFFFFFFFF.cpp;48.3;
194_alexander.cpp;17;33_zikostav.cpp;45.7;18;164_wisdompeak.cpp;45.7;19;349_pacozhong.cpp;48.5;
238_dpizzle.cpp;20;22_magica.cpp;43.7;
90_democoffee.cpp;21;163_syqking.cpp;53.8;
150_wellcs.cpp;22;144_niobium.cpp;42.4;23;309_gsu.cpp;42.8;24;88_mikealive.cpp;36.8;
297_merryl.cpp;25;230_lytton.cpp;37.7;
63_Cccmm002.cpp;26;188_qyang.cpp;39.5;
33_zikostav.cpp;27;164_wisdompeak.cpp;37.2;
70_Lemon-T.cpp;28;424_ergeda.cpp;37.2;
88_mikealive.cpp;29;52_kjs1095.cpp;36.1;
