103_insomniacat.cpp;0;135_somanaik.cpp;100.0;1;130_y119777.cpp;100.0;2;302_jariasf.cpp;100.0;3;27_Bench0310.cpp;100.0;4;270_qodjf.cpp;100.0;5;152_ercument.cpp;100.0;6;55_dancooper.cpp;100.0;
105_Chris_T.cpp;7;190_yurikaka.cpp;100.0;8;186_comonad.cpp;100.0;9;185_VMice.cpp;100.0;10;141_inszva-2.cpp;100.0;11;131_aparichit.cpp;100.0;12;124_groawr.cpp;100.0;13;123_ShidaLei.cpp;100.0;14;319_code_report.cpp;100.0;15;318_xuyanzhe.cpp;100.0;16;317_wisdompeak.cpp;100.0;17;311_fatminmin.cpp;100.0;18;300_eipi10.cpp;100.0;19;280_qi-han-5.cpp;100.0;20;266_ChunjieShawn.cpp;100.0;21;258_NaoJoeMiao.cpp;100.0;22;24_skylines.cpp;100.0;23;23_x____x.cpp;100.0;24;22_qpwoeirut.cpp;100.0;25;222_ma-ke-tang.cpp;100.0;26;210_jl0x61.cpp;100.0;27;209_urimaj.cpp;100.0;28;196_helloworld201801.cpp;100.0;
187_tutousi.cpp;29;100_doubleQ2018.cpp;100.0;
