119_tuanpnm.py;0;344_purplechat.py;100.0;1;93_please_AC.py;100.0;2;458_thumbpixels.py;100.0;
109_xuwd11.py;3;60_caoboxiao.py;100.0;4;301_YuranN.py;100.0;
156_BQP.py;5;192_mouryou.py;100.0;6;189_ddmike.py;100.0;7;470_frostfrog.py;100.0;8;431_basi4869.py;100.0;9;410_K_kkkyle.py;100.0;10;374_Focused.py;100.0;11;373_yh157612.py;100.0;12;260_6256432c113c4640bc675e558ccf1.py;100.0;13;242_inzepinz.py;100.0;14;225_pku_erutan.py;100.0;
189_ddmike.py;15;431_basi4869.py;100.0;16;410_K_kkkyle.py;100.0;17;374_Focused.py;100.0;18;373_yh157612.py;100.0;19;260_6256432c113c4640bc675e558ccf1.py;100.0;20;242_inzepinz.py;100.0;21;225_pku_erutan.py;100.0;22;192_mouryou.py;100.0;
186_hanhsienhuang.py;23;90_simpleson.py;100.0;24;78_lostleaf.py;100.0;25;392_957086698.py;100.0;26;355_zerotrac2.py;100.0;27;339_Luolingwei.py;100.0;28;238_ubngoa.py;100.0;29;218_CyprienH.py;100.0;
