55_jingwang517.java;0;56_dongguader.java;63.0;1;1_uwi.java;29.3;2;59_wihoho.java;23.2;3;34_hejian2356.java;21.2;4;90__zhuzhu.java;19.8;
34_hejian2356.java;5;141_dsw5600695.java;37.6;6;90__zhuzhu.java;26.2;7;17_flyman3046.java;25.1;8;30_Liangyulin.java;24.4;9;1_uwi.java;21.5;10;140_poiriot.java;21.2;
17_flyman3046.java;11;56_dongguader.java;30.2;12;90__zhuzhu.java;25.9;13;1_uwi.java;21.6;
59_wihoho.java;14;6_ADJA.java;29.7;15;30_Liangyulin.java;27.2;16;3_nevergiveup.java;27.1;17;47_hahahiehie.java;24.5;18;143_leopold2.java;20.0;
30_Liangyulin.java;19;140_poiriot.java;29.6;20;6_ADJA.java;27.5;21;3_nevergiveup.java;27.5;22;141_dsw5600695.java;20.6;
6_ADJA.java;23;3_nevergiveup.java;27.4;24;1_uwi.java;23.3;
1_uwi.java;25;56_dongguader.java;24.0;26;47_hahahiehie.java;22.4;27;57_BigBiang.java;21.3;28;90__zhuzhu.java;20.4;
57_BigBiang.java;29;141_dsw5600695.java;19.3;
