105_charlizard.cpp;0;16_derkach.cpp;100.0;1;124_cuom1999.cpp;100.0;2;89_liang5.cpp;100.0;3;73_AwM.cpp;100.0;4;467_cszclin.cpp;100.0;5;299_shuangajucsd.cpp;100.0;
109_snickeen.cpp;6;399_gracious.cpp;100.0;7;305_xiaobanni.cpp;100.0;8;227_ontheway12138.cpp;100.0;9;222_ychzhou.cpp;100.0;10;174_Xdo.cpp;100.0;11;159_milu.cpp;100.0;12;136_ChaobinYang.cpp;100.0;13;11_hank55663.cpp;100.0;14;442_testset.cpp;100.0;15;43_MrJia1997.cpp;100.0;16;402_njumathdy.cpp;100.0;
11_hank55663.cpp;17;442_testset.cpp;100.0;18;43_MrJia1997.cpp;100.0;19;402_njumathdy.cpp;100.0;20;399_gracious.cpp;100.0;21;305_xiaobanni.cpp;100.0;22;227_ontheway12138.cpp;100.0;23;222_ychzhou.cpp;100.0;24;174_Xdo.cpp;100.0;25;159_milu.cpp;100.0;26;136_ChaobinYang.cpp;100.0;
112_txingml.cpp;27;323_xhuaoe.cpp;100.0;28;162_jcaoso1a.cpp;100.0;
317_luffykai.cpp;29;101_tianhao2.cpp;100.0;
