101_joelu14.cpp;0;389_hanson_chc.cpp;100.0;1;53_lz437.cpp;100.0;2;263_kangbb.cpp;100.0;3;59_1a2012.cpp;100.0;4;8_ats5515.cpp;100.0;5;99_manyfun711.cpp;100.0;6;103_lunacyl.cpp;100.0;
103_lunacyl.cpp;7;263_kangbb.cpp;100.0;8;389_hanson_chc.cpp;100.0;9;53_lz437.cpp;100.0;10;59_1a2012.cpp;100.0;11;99_manyfun711.cpp;100.0;12;8_ats5515.cpp;100.0;
104_luchy0120.cpp;13;152_snort.cpp;100.0;14;241_nitishjindal.cpp;100.0;15;52_luchy0120.cpp;100.0;16;75_joon_young.cpp;100.0;17;450_0xF4.cpp;100.0;18;195_txingml.cpp;100.0;19;148_user6802S.cpp;100.0;
36_tylerwang.cpp;20;127_linyu203.cpp;100.0;
117_goddice.cpp;21;445_Julia_Feng.cpp;100.0;22;259_OldHaha.cpp;100.0;23;166_goddice.cpp;100.0;
106_mortal42.cpp;24;86_laiyao1.cpp;100.0;25;50_bigelephant29.cpp;100.0;26;370_zuoluo86.cpp;100.0;27;268_Aging.cpp;100.0;28;255_qwnjc.cpp;100.0;29;198_ethankidding.cpp;100.0;
