12_Sirius.py;0;29_venico19.py;100.0;1;95_smoon1989.py;100.0;2;257_strideradu.py;100.0;3;157_cuazhe.py;100.0;
142_zzz91919.py;4;14_zipei2124.py;100.0;5;194_henear.py;100.0;6;25_Master_LLY.py;100.0;7;26_tommyjiang.py;100.0;8;324_GSAN.py;100.0;9;57_Kewl777.py;100.0;10;5_coordinate.py;100.0;11;9_stockfish.py;100.0;12;99_leezhi.py;100.0;13;59_clu9.py;100.0;14;462_a248a.py;100.0;15;263_shantwana.py;100.0;16;209_sourov_roy.py;100.0;17;193_ChingTzuChen.py;100.0;
14_zipei2124.py;18;193_ChingTzuChen.py;100.0;19;209_sourov_roy.py;100.0;20;263_shantwana.py;100.0;21;324_GSAN.py;100.0;22;462_a248a.py;100.0;23;5_coordinate.py;100.0;24;59_clu9.py;100.0;25;57_Kewl777.py;100.0;26;26_tommyjiang.py;100.0;27;25_Master_LLY.py;100.0;28;194_henear.py;100.0;
47_ZintrulCre.py;29;145_zintrulcre.py;100.0;
