421_supersam331.java;0;319_kevin_yao.java;100.0;1;417_516527986.java;85.2;2;148_rabbitzzy.java;81.9;3;418_wengames.java;76.9;4;256_abigcleverdog.java;76.6;
318_alexDeepspace.java;5;180_devoyster.java;100.0;6;148_rabbitzzy.java;67.7;7;430_migfulcrum.java;64.6;
278_raymondelric.java;8;271_LindaBB.java;92.1;9;45_Darida.java;64.6;
6_XuhuiWang.java;10;300_liusandao.java;91.2;
19_flyman3046.java;11;43_Derfla9.java;89.1;12;41_wyyfkim.java;84.5;13;420_sean44.java;71.2;
319_kevin_yao.java;14;417_516527986.java;85.2;15;148_rabbitzzy.java;81.9;16;418_wengames.java;76.9;17;256_abigcleverdog.java;76.6;
4_uwi.java;18;24_SaveVMK.java;80.0;
417_516527986.java;19;256_abigcleverdog.java;75.4;
357_changeme.java;20;305_bals1.java;75.3;21;412_AmmonFromCMU.java;64.8;
420_sean44.java;22;41_wyyfkim.java;75.0;23;265_OneQi.java;67.4;
373_jerry46.java;24;16_ZihanWang98.java;73.8;
376_webc7912.java;25;195_leonlihkust.java;72.2;
412_AmmonFromCMU.java;26;127_yesluck.java;68.7;
180_devoyster.java;27;148_rabbitzzy.java;67.7;
418_wengames.java;28;320_kyoshirou.java;67.6;
43_Derfla9.java;29;41_wyyfkim.java;65.7;
