101_anlewy.cpp;0;21_superj.cpp;100.0;1;226_Dymonchyk.cpp;100.0;2;270_bilguunzen.cpp;100.0;3;346__hututu.cpp;100.0;4;411_beginner1010.cpp;100.0;5;434_akashdeepiitr.cpp;100.0;6;47_OTTFF.cpp;100.0;7;429_BeckoninGshy.cpp;100.0;8;351_sandeep_kumar_e.cpp;100.0;9;2_wnjxyk.cpp;100.0;10;256_hansen111.cpp;100.0;11;225_Acepted.cpp;100.0;12;124_Kafu_Chino.cpp;100.0;13;109_NEU20133823.cpp;100.0;
102_ercument.cpp;14;208_heit.cpp;100.0;15;234_Hewitt_1570.cpp;100.0;16;327_ttzztztz.cpp;100.0;17;360_HyyperMario.cpp;100.0;18;54_beet.cpp;100.0;19;439_Chasey.cpp;100.0;20;336_sakuyaqwq.cpp;100.0;21;31_SuperFashi.cpp;100.0;22;229_javkhlan.cpp;100.0;
109_NEU20133823.cpp;23;21_superj.cpp;100.0;24;226_Dymonchyk.cpp;100.0;25;270_bilguunzen.cpp;100.0;26;2_wnjxyk.cpp;100.0;27;256_hansen111.cpp;100.0;28;225_Acepted.cpp;100.0;29;124_Kafu_Chino.cpp;100.0;
