257_xianglaniunan.java;0;207_han2999.java;100.0;
44_HenryLee4.java;1;17_love-algorithm.java;100.0;2;271_jiaweil.java;49.5;3;36_20200507.charlesleila.java;44.8;
422_vincent_chan.java;4;331_bl2003.java;100.0;5;388_maverick009.java;96.2;6;54_anhpp.java;52.0;
282_zac4.java;7;280_zacw.java;100.0;
187_OBNN.java;8;138_shiyinong.java;100.0;
331_bl2003.java;9;388_maverick009.java;96.2;10;54_anhpp.java;52.0;
472_ZaZahui528.java;11;287_NaoJoeMiao.java;67.0;
272_yuhwu.java;12;215_Sun_WuKong.java;65.6;
202_yuruiyin.java;13;241_copyreadmachine.java;57.8;14;265_xi-jun-xiao-zi.java;47.8;15;324_sunxiaohua.java;41.0;16;393_alexDeepspace.java;40.6;
87_wengames.java;17;297_jy03365266.java;53.5;
369_z123k3.java;18;265_xi-jun-xiao-zi.java;53.1;19;102_Jesko.java;40.8;
440_FannyChung.java;20;199_yge2.java;51.6;
17_love-algorithm.java;21;271_jiaweil.java;49.5;22;36_20200507.charlesleila.java;44.8;
343_CharlesChi6.java;23;134_leishb.java;43.6;
405_han_hong.java;24;389_ToffeeLu.java;43.2;
313_nbps.java;25;15_nevergiveup.java;42.8;26;398_henryzbw.java;41.5;
328_cqluohong.java;27;324_sunxiaohua.java;42.5;
54_anhpp.java;28;388_maverick009.java;42.4;
216_Xuhang_He.java;29;141_Cicindela.java;42.2;
