72_feizoude.java;0;44_prakhar15.java;61.0;1;95_karutz.java;53.3;2;6_iamwds.java;31.8;3;43_Ruian.java;29.7;4;168_lakeshore1986.java;28.5;5;18_KakaHiguain.java;26.0;
18_KakaHiguain.java;6;44_prakhar15.java;50.0;7;107_fun4LeetCode.java;25.7;8;28_5305519068.java;20.7;
19_xn1990114.java;9;166_aihao0331.java;49.5;10;73_guzh870423.java;39.1;11;149_supermannba.java;24.1;
6_iamwds.java;12;107_fun4LeetCode.java;40.0;13;43_Ruian.java;30.3;14;11_lixx2100.java;30.1;15;369_zzt93.java;25.9;16;95_karutz.java;23.1;
149_supermannba.java;17;166_aihao0331.java;38.4;18;435_pbdpbd123.java;29.7;19;73_guzh870423.java;28.0;
73_guzh870423.java;20;286_vonzcy.java;38.0;
107_fun4LeetCode.java;21;28_5305519068.java;35.2;22;11_lixx2100.java;31.8;23;369_zzt93.java;27.3;
84_pramodreddy2006.java;24;13_jq_huang.java;26.8;
11_lixx2100.java;25;369_zzt93.java;26.3;26;166_aihao0331.java;25.2;
95_karutz.java;27;43_Ruian.java;26.0;28;44_prakhar15.java;21.1;
369_zzt93.java;29;28_5305519068.java;20.1;
