40_fcxjlsw.java;0;64_vonzcy.java;56.4;1;59_tongtong1990.java;55.4;2;34_yrclamb.java;48.7;3;15_nevergiveup.java;42.3;4;74_cocowang.java;41.1;5;4_uwi.java;40.3;6;94_happybelly.java;36.2;7;60_wangzi6147.java;25.6;8;52_wwzzll.java;21.8;
64_vonzcy.java;9;60_wangzi6147.java;47.3;10;59_tongtong1990.java;37.2;11;34_yrclamb.java;36.1;12;15_nevergiveup.java;34.1;13;74_cocowang.java;26.1;14;94_happybelly.java;23.6;15;4_uwi.java;23.0;
74_cocowang.java;16;60_wangzi6147.java;44.3;17;59_tongtong1990.java;43.2;18;34_yrclamb.java;26.1;19;4_uwi.java;26.0;
59_tongtong1990.java;20;34_yrclamb.java;42.2;21;4_uwi.java;34.6;22;60_wangzi6147.java;26.0;23;52_wwzzll.java;20.3;24;94_happybelly.java;20.0;
34_yrclamb.java;25;15_nevergiveup.java;27.8;26;60_wangzi6147.java;27.6;27;4_uwi.java;26.1;28;52_wwzzll.java;20.7;
60_wangzi6147.java;29;4_uwi.java;27.1;
