55_HMAXS.cpp;0;56_bdhmwz.cpp;78.4;1;21_catalin7.cpp;57.5;2;26_Eternal_Answer.cpp;45.7;3;167_lijinglun.cpp;45.7;4;53_fli.cpp;36.3;
26_Eternal_Answer.cpp;5;167_lijinglun.cpp;77.4;6;35_narut.cpp;52.4;7;49_zxononame.cpp;41.6;8;7_xingyuwang.cpp;40.6;9;53_fli.cpp;40.5;10;56_bdhmwz.cpp;39.4;
53_fli.cpp;11;2_SoulOfCinder.cpp;52.0;12;56_bdhmwz.cpp;41.0;13;167_lijinglun.cpp;40.5;
89_jiananz.cpp;14;29_houa.cpp;50.7;
35_narut.cpp;15;49_zxononame.cpp;42.2;16;7_xingyuwang.cpp;41.2;
56_bdhmwz.cpp;17;21_catalin7.cpp;41.9;18;167_lijinglun.cpp;39.4;
47_Netario36.cpp;19;96_liujialin.cpp;38.2;20;51_Mrsuyi.cpp;38.2;21;3_aztk.cpp;32.0;
85_NewbieIntern.cpp;22;59_AdamTai.cpp;37.6;23;96_liujialin.cpp;34.5;
67_yan35.cpp;24;102_shell32.cpp;37.0;
7_xingyuwang.cpp;25;49_zxononame.cpp;35.1;
359_meezoo.cpp;26;119_rhyme.cpp;34.2;
8_SlavaSSU.cpp;27;31_NEU20133823.cpp;32.4;
367_liyihua.cpp;28;345_dikra.cpp;31.7;
81_wellcs.cpp;29;51_Mrsuyi.cpp;31.5;
