169_yun21.java;0;391_zuoluo86.java;48.4;1;39_botao2018.java;31.8;
178_wannacry89.java;2;68_XinyuanGGG.java;37.2;3;373_simonzhu91.java;36.1;4;186_Shirley_Tan.java;27.7;5;258_ckwangt.java;25.4;6;171_shankar_kizzie.java;21.4;7;355_vegito2002.java;20.9;
258_ckwangt.java;8;171_shankar_kizzie.java;35.6;9;68_XinyuanGGG.java;30.1;10;373_simonzhu91.java;23.0;11;186_Shirley_Tan.java;22.4;
20_happybelly.java;12;75_vivianyang2.java;33.7;13;140_lakeshore1986.java;25.2;
373_simonzhu91.java;14;400_whatsername.java;30.2;15;186_Shirley_Tan.java;25.2;16;171_shankar_kizzie.java;19.6;
179_vitamin_julia.java;17;11_nevergiveup.java;27.9;18;136_songyl1991.java;21.5;
241_dongguader.java;19;145_wwzzll.java;27.9;20;104_zc94zc.java;23.5;21;186_Shirley_Tan.java;22.6;
104_zc94zc.java;22;145_wwzzll.java;26.5;23;190_ag1119.java;24.0;
31_sevenlol.java;24;39_botao2018.java;26.2;25;68_XinyuanGGG.java;25.0;
68_XinyuanGGG.java;26;171_shankar_kizzie.java;24.8;27;39_botao2018.java;20.4;
140_lakeshore1986.java;28;75_vivianyang2.java;24.6;29;190_ag1119.java;20.4;
