169_yun21.java;0;391_zuoluo86.java;60.5;1;39_botao2018.java;32.1;
178_wannacry89.java;2;68_XinyuanGGG.java;46.8;3;373_simonzhu91.java;40.4;4;186_Shirley_Tan.java;31.9;5;258_ckwangt.java;27.6;6;171_shankar_kizzie.java;27.6;7;355_vegito2002.java;23.0;
258_ckwangt.java;8;171_shankar_kizzie.java;41.8;9;68_XinyuanGGG.java;34.5;10;373_simonzhu91.java;23.6;11;186_Shirley_Tan.java;23.6;
20_happybelly.java;12;75_vivianyang2.java;43.7;13;140_lakeshore1986.java;43.7;
373_simonzhu91.java;14;400_whatsername.java;31.0;15;186_Shirley_Tan.java;25.8;16;171_shankar_kizzie.java;22.4;
179_vitamin_julia.java;17;11_nevergiveup.java;30.3;18;136_songyl1991.java;26.3;
241_dongguader.java;19;145_wwzzll.java;29.2;20;104_zc94zc.java;26.6;21;186_Shirley_Tan.java;26.6;
104_zc94zc.java;22;145_wwzzll.java;31.7;23;190_ag1119.java;26.3;
31_sevenlol.java;24;39_botao2018.java;32.1;25;68_XinyuanGGG.java;26.7;
68_XinyuanGGG.java;26;171_shankar_kizzie.java;25.3;27;39_botao2018.java;23.2;
140_lakeshore1986.java;28;75_vivianyang2.java;31.3;29;190_ag1119.java;22.0;
