41_davyjing.py;0;111_davyroosevelt.py;100.0;1;76_pseudouser.py;79.1;
114_shshwdr.py;2;211_tommyjiang.py;88.8;3;384_shangtai.py;70.7;4;445_nguyenngochuy91.py;27.8;5;202_sukeyzhou.py;25.0;
76_pseudouser.py;6;111_davyroosevelt.py;79.1;
343_pekka.py;7;133_hamale.py;76.0;
182_silmue.py;8;200_RedMoon.py;69.8;9;252_mikebrianleung.py;32.0;
211_tommyjiang.py;10;384_shangtai.py;64.3;11;445_nguyenngochuy91.py;25.6;
336_cuibin.py;12;220_ccmjz.py;48.1;13;374_jessiefsh.py;48.0;14;385_otoc.py;34.2;15;125_bigmiaomiao.py;24.4;
256_zhehaowang.py;16;12_YangZhenjian.py;48.0;17;236_cuiwanyun.py;44.8;
220_ccmjz.py;18;385_otoc.py;47.1;19;374_jessiefsh.py;40.9;
277_wxy9018.py;20;223_iTeleportal.py;47.0;
385_otoc.py;21;374_jessiefsh.py;32.0;
203_algo2020.py;22;56_seeean.py;31.9;23;119_hanhsienhuang.py;29.2;24;239_xuwd11.py;25.2;
252_mikebrianleung.py;25;200_RedMoon.py;30.2;
434_BYCHXCHF.py;26;221_ambling.py;28.0;
29_yu1419.py;27;119_hanhsienhuang.py;25.0;
273_wutian3012.py;28;239_xuwd11.py;24.5;
384_shangtai.py;29;202_sukeyzhou.py;23.3;
