34_kottsone.cpp;0;22_NEU20133823.cpp;46.2;1;20_szfck.cpp;33.7;2;23_raomeng.cpp;15.7;3;18_WilsonWang.cpp;16.2;4;15_hiiwave.cpp;16.2;5;2_cuiaoxiang.cpp;15.0;6;26_blademamama.cpp;15.0;
6_Fr0benius.cpp;7;7_i_love_xiaoshagua_cpp.cpp;31.7;8;27_Ainika.cpp;29.4;9;15_hiiwave.cpp;16.4;10;13_facelessvoid.cpp;16.4;
22_NEU20133823.cpp;11;15_hiiwave.cpp;23.3;12;26_blademamama.cpp;16.5;13;18_WilsonWang.cpp;15.5;14;20_szfck.cpp;14.5;15;23_raomeng.cpp;15.7;16;2_cuiaoxiang.cpp;11.6;
26_blademamama.cpp;17;23_raomeng.cpp;15.7;18;20_szfck.cpp;10.0;
15_hiiwave.cpp;19;7_i_love_xiaoshagua_cpp.cpp;12.0;20;20_szfck.cpp;11.6;21;18_WilsonWang.cpp;9.6;22;13_facelessvoid.cpp;9.2;
18_WilsonWang.cpp;23;20_szfck.cpp;10.8;24;27_Ainika.cpp;9.6;
7_i_love_xiaoshagua_cpp.cpp;25;13_facelessvoid.cpp;10.3;
