135_suzyzhang.cpp;0;349_DYR90.cpp;98.5;1;93_txingml.cpp;88.8;2;219_liyinhgqw.cpp;87.3;3;208_benkerd.cpp;70.2;4;386_aditya123garg.cpp;69.4;
341_xuyequan.cpp;5;131_hitonanode.cpp;98.5;
349_DYR90.cpp;6;93_txingml.cpp;90.1;7;1_neal_wu.cpp;71.4;8;141___Chaos__.cpp;71.4;9;134_striver.cpp;69.4;
317_jingli2007.cpp;10;193_aruba1.cpp;87.7;
44_mingqin-chen.cpp;11;130_leepfy.cpp;82.5;
16_gongtiansu.cpp;12;55_ZYCSwing.cpp;82.3;13;48_Windsfantasy6.cpp;77.1;
33_swda289346.cpp;14;202_maozaozao1.cpp;79.0;
90_darrenhp.cpp;15;46_suiyuan1992.cpp;78.9;
65_zuomingzh.cpp;16;419_IACJ.cpp;77.7;
280_catnipan.cpp;17;13_pjincz.cpp;77.7;
82_snlia.cpp;18;20_DickLearning.cpp;76.0;
1_neal_wu.cpp;19;141___Chaos__.cpp;75.0;20;134_striver.cpp;72.9;21;93_txingml.cpp;63.0;
344_xxxjt.cpp;22;232_yoyoyo-3.cpp;74.6;23;56_arrowx123.cpp;68.3;
141___Chaos__.cpp;24;134_striver.cpp;72.9;
219_liyinhgqw.cpp;25;208_benkerd.cpp;69.3;
95_ckyang.cpp;26;256_comzyh.cpp;67.6;
157_Xdo.cpp;27;132_applewolf.cpp;67.5;
60_jl0x61.cpp;28;232_yoyoyo-3.cpp;66.6;
76_NerdyCoder.cpp;29;53_scut_dell.cpp;64.9;
