43_Derfla9.java;0;41_wyyfkim.java;100.0;1;3_wisdompeak.java;96.4;2;7_harshit_19.java;97.3;3;173_edieyoung.java;30.0;
41_wyyfkim.java;4;3_wisdompeak.java;96.4;5;7_harshit_19.java;97.3;6;173_edieyoung.java;30.0;
7_harshit_19.java;7;3_wisdompeak.java;94.6;8;173_edieyoung.java;30.0;9;76_wangyuc2.java;15.8;
159_shenw1991.java;10;4_uwi.java;41.0;11;9_lydxlx.java;18.6;12;180_devoyster.java;18.6;13;19_flyman3046.java;16.2;14;144_bfcpzk.java;15.5;
4_uwi.java;15;16_ZihanWang98.java;42.3;16;35__Vlad_.java;21.7;
24_SaveVMK.java;17;64_KakaHiguain.java;27.5;18;35__Vlad_.java;21.4;19;45_Darida.java;18.1;20;9_lydxlx.java;16.5;
19_flyman3046.java;21;9_lydxlx.java;21.0;22;6_XuhuiWang.java;21.6;23;16_ZihanWang98.java;15.6;24;76_wangyuc2.java;14.1;
173_edieyoung.java;25;3_wisdompeak.java;21.3;26;144_bfcpzk.java;23.3;27;181_Jingyao_Li.java;19.4;
76_wangyuc2.java;28;32_QAMichaelPeng.java;21.2;
35__Vlad_.java;29;180_devoyster.java;19.6;
