101_mattrl.cpp;0;127_pazzle1230.cpp;100.0;1;154_im0qianqian.cpp;100.0;2;181_ZYCSwing.cpp;100.0;3;234_qpwoeirut.cpp;100.0;4;253_ddmike.cpp;100.0;5;256_hwu409.cpp;100.0;6;293_ktr216.cpp;100.0;7;32_yi2.cpp;100.0;8;334_hansen111.cpp;100.0;9;406_ln1992.cpp;100.0;10;434_ercument.cpp;100.0;11;442_cooldannyboy.cpp;100.0;12;46_wzc1995.cpp;100.0;13;70_mopriestt.cpp;100.0;14;78_OTTFF.cpp;100.0;15;59_chejianchao.cpp;100.0;16;44_617280219.cpp;100.0;17;436_ln19922.cpp;100.0;18;410_shihongliang.cpp;100.0;19;34_Kaizyn.cpp;100.0;20;331_shiuang.cpp;100.0;21;321_all_too_well.cpp;100.0;22;276_xpycc.cpp;100.0;23;237_NaoJoeMiao.cpp;100.0;24;196_rzwei.cpp;100.0;25;11_fdironia.cpp;100.0;26;116_lucifer1004.cpp;100.0;
116_lucifer1004.cpp;27;127_pazzle1230.cpp;100.0;28;11_fdironia.cpp;100.0;
15_QingqingXii0iii.cpp;29;106_tianhao2.cpp;100.0;
