100_AsiaDanceKing.cpp;0;241_xyqkoala.cpp;100.0;1;214_xuyequan.cpp;100.0;2;15_suiyuan1992.cpp;100.0;
103_OTTFF.cpp;3;10_Dymonchyk.cpp;100.0;4;12_huangyuyang.cpp;100.0;5;144_Tatami.cpp;100.0;6;209_somanaik.cpp;100.0;7;230_shiguojq.cpp;100.0;8;246_walkbird.cpp;100.0;9;30_alpha_null.cpp;100.0;10;320_Tom_chan.cpp;100.0;11;272_Captain_Mushroom.cpp;100.0;12;390_wisdompeak.cpp;100.0;13;454_l1526789512.cpp;100.0;14;462_FLAGS.cpp;100.0;15;58_scut_dell.cpp;100.0;16;91_smartjinyu.cpp;100.0;17;86_ychzhou.cpp;100.0;18;471_znxftw.cpp;100.0;19;400_yuvanesh96.cpp;100.0;20;38_Akatsuki_.cpp;100.0;21;178_coder206.cpp;100.0;22;140_0222_.cpp;100.0;23;122_da-li-wang.cpp;100.0;
10_Dymonchyk.cpp;24;209_somanaik.cpp;100.0;25;178_coder206.cpp;100.0;26;144_Tatami.cpp;100.0;27;140_0222_.cpp;100.0;28;12_huangyuyang.cpp;100.0;29;122_da-li-wang.cpp;100.0;
